year,unitid,inst_name,state_abbr,inst_control,institution_level,inst_status,degree_granting,open_public,title_iv_indicator,postsec_public_active,postsec_public_active_title_iv,inst_category,inst_size,sector,primarily_postsecondary,hbcu,tribal_college,offering_highest_degree,offering_highest_level,offering_undergrad,offering_grad,inst_affiliation,dist_progs_all,religious_affiliation,calendar_system,student_faculty_ratio,geo_longitude,geo_latitude,opeid,geocode_accuracy,inst_alias,state_fips_geo,address,county_fips_geo,puma,fips,tract,zip,block_group,phone_number,geoid_block,city,census_region,county_name,census_division,county_fips,csa,region,cbsa,urban_centric_locale,cbsa_name,cbsa_type,cbsa_city,place_fips,necta,geoid_place,longitude,place_name,latitude,class_code,congress_district_id,upper_chamber,state_leg_district_upper,upper_chamber_name,lower_chamber,state_leg_district_lower,lower_chamber_name,lower_chamber_type,disability_percentage
"2021","138840","Atlanta Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-84.405","33.71201","00854300","Not applicable","Atlanta Area Tech Atlanta Technical Institute","Georgia","1560 Metropolitan Pkwy SW","13121","01105","Georgia","6500","30310-4446","1","4042254400","131210065001","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.404995","Atlanta city","33.712009","Governmentally active (incorporated)","1305","13036","036","State Senate District 36","13061","061","State House District 61","State house district",""
"2021","138929","Atlanta's John Marshall Law School","GA","Private for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Under 1,000","Private for-profit, four-year or above","Yes","No","No","Doctor's degree, professional practice","Doctor's degree","No","Yes","Private for-profit","No","Not applicable","Semester","","-84.385605","33.76128","03173300","Not applicable"," ","Georgia","245 Peachtree Center Ave. NE, Suite 1900","13121","01104","Georgia","1900","30303","2","6789162600","131210019002","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.385603","Atlanta city","33.76128","Governmentally active (incorporated)","1305","13036","036","State Senate District 36","13056","056","State House District 56","State house district",""
"2021","447917","Augusta School of Massage","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","Award of less than one academic year","Yes","No","Private for-profit","No","Not applicable","Continuous","","-82.135506","33.52916","04021300","Not applicable"," ","Georgia","608 Ponder Place Dr","13073","02400","Georgia","30307","30809","4","7068634799","130730303074","Evans","South","Columbia County","South Atlantic","13073","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","Suburb, large","Augusta-Richmond County, GA-SC","Metropolitan statistical area","No","28044","Not applicable","1328044","-82.135503","Evans CDP","33.529159","Census-designated place","1312","13024","024","State Senate District 24","13118","118","State House District 118","State house district",""
"2021","138956","Augusta Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-82.04844","33.41899","00559900","Not applicable"," ","Georgia","3200 Augusta Tech Drive","13245","02300","Georgia","10506","30906","2","7067714000","132450105062","Augusta","South","Richmond County","South Atlantic","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","Augusta-Richmond County, GA-SC","Metropolitan statistical area","Yes","4204","Not applicable","1304204","-82.048439","Augusta-Richmond County consolidated government (balance)","33.418992","Consolidated city portion","1312","13022","022","State Senate District 22","13121","121","State House District 121","State house district","5"
"2021","482149","Augusta University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Public, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Yes","Public","No","Not applicable","Semester","","-81.989075","33.47037","00157900","Not applicable"," ","Georgia","1120 15th St","13245","02300","Georgia","11000","30912","1","7067210211","132450110001","Augusta","South","Richmond County","South Atlantic","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","Augusta-Richmond County, GA-SC","Metropolitan statistical area","Yes","4204","Not applicable","1304204","-81.989071","Augusta-Richmond County consolidated government (balance)","33.47037","Consolidated city portion","1312","13022","022","State Senate District 22","13121","121","State House District 121","State house district",""
"2021","440059","Aviation Institute of Maintenance-Atlanta","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Private for-profit","No","Not applicable","Semester","","-84.147865","33.948914","03523300","Not applicable"," ","Georgia","2025 Satellite Pointe","13135","01505","Georgia","50211","30096","2","6783775600","131350502112","Duluth","South","Gwinnett County","South Atlantic","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.147864","","33.948914","","1307","13005","005","State Senate District 5","13096","096","State House District 96","State house district",""
"2021","139144","Berry College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","","-85.1892","34.290413","00155400","Not applicable"," ","Georgia","2277 Martha Berry Hwy NW","13115","02100","Georgia","300","30149","2","7062325374","131150003002","Mount Berry","South","Floyd County","South Atlantic","13115","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","40660","Suburb, small","Rome, GA","Metropolitan statistical area","","","Not applicable","","-85.189202","","34.290414","","1314","13052","052","State Senate District 52","13011","011","State House District 11","State house district","17"
"2021","139153","Beulah Heights University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","Interdenominational","Semester","","-84.35768","33.73699","03076300","Not applicable","BHU","Georgia","892 Berne St SE","13121","01104","Georgia","5200","30316","3","4046272681","131210052003","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.35768","Atlanta city","33.736993","Governmentally active (incorporated)","1305","13036","036","State Senate District 36","13058","058","State House District 58","State house district",""
"2021","139199","Brenau University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, professional practice","Doctor's degree","Yes","Yes","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","","-83.82151","34.303116","00155600","Not applicable"," ","Georgia","500 Washington Street SE","13139","00600","Georgia","800","30501-3668","3","7705346299","131390008003","Gainesville","South","Hall County","South Atlantic","13139","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","23580","City, small","Gainesville, GA","Metropolitan statistical area","Yes","31908","Not applicable","1331908","-83.821513","Gainesville city","34.303117","Governmentally active (incorporated)","1309","13049","049","State Senate District 49","13026","026","State House District 26","State house district",""
"2021","139205","Brewton-Parker College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Private not-for-profit (religious affiliation)","No","Baptist","Semester","","-82.586136","32.18572","00155700","Not applicable","BPC","Georgia","201 David-Eliza Fountain Circle","13209","03200","Georgia","950200","30445","2","9125832241","132099502002","Mount Vernon","South","Montgomery County","South Atlantic","13209","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","47080","Rural, distant","Vidalia, GA","Micropolitan statistical area","No","53508","Not applicable","1353508","-82.586136","Mount Vernon city","32.185718","Governmentally active (incorporated)","1312","13019","019","State Senate District 19","13155","155","State House District 155","State house district",""
"2021","483045","Central Georgia Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","5,000–9,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-83.66765","32.54534","00576300","Not applicable","CGTC","Georgia","80 Cohen Walker Drive","13153","02800","Georgia","21201","31088","1","4787573400","131530212011","Warner Robins","South","Houston County","South Atlantic","13153","356","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","47580","City, small","Warner Robins, GA","Metropolitan statistical area","Yes","80508","Not applicable","1380508","-83.66765","Warner Robins city","32.545341","Governmentally active (incorporated)","1308","13020","020","State Senate District 20","13146","146","State House District 146","State house district",""
"2021","475732","Chamberlain University-Georgia","GA","Private for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private for-profit, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Private for-profit","No","Not applicable","Semester","","-84.35195","33.91194","00638511","Not applicable","Chamberlain College of Nursing-Atlanta","Georgia","5775 Peachtree-Dunwoody Road, NE, Suite A100","13121","01102","Georgia","10115","30342","1","4042508500","131210101151","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, midsize","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","68516","Not applicable","1368516","-84.351949","Sandy Springs city","33.911943","Governmentally active (incorporated)","1306","13032","032","State Senate District 32","13052","052","State House District 52","State house district",""
"2021","140331","Chattahoochee Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","5,000–9,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-84.55372","33.929092","00562000","Not applicable"," ","Georgia","980 S Cobb Drive Dr SE","13067","01301","Georgia","30902","30060","2","7705284545","130670309022","Marietta","South","Cobb County","South Atlantic","13067","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","28520","Not applicable","1328520","-84.553722","Fair Oaks CDP","33.929092","Census-designated place","1311","13033","033","State Senate District 33","13038","038","State House District 38","State house district","4"
"2021","138947","Clark Atlanta University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","Yes","No","Doctor's degree, research/scholarship","Doctor's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","United Methodist","Semester","","-84.41258","33.747627","00155900","Not applicable","CAU","Georgia","223 James P Brawley Drive, SW","13121","01104","Georgia","3800","30314-4391","1","4048808000","131210038001","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.412584","Atlanta city","33.747628","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13056","056","State House District 56","State house district",""
"2021","139311","Clayton  State University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Public, four-year or above","Yes","No","No","Master's degree","Post-master's certificate","Yes","Yes","Public","No","Not applicable","Semester","","-84.32817","33.594078","00897600","Not applicable"," ","Georgia","2000 Clayton State Boulevard","13063","01401","Georgia","40408","30260-0285","2","6784664000","130630404082","Morrow","South","Clayton County","South Atlantic","13063","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.328174","","33.594079","","1305","13044","044","State Senate District 44","13076","076","State House District 76","State house district",""
"2021","485458","Coastal Pines Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-82.3821","31.212782","00551100","Not applicable"," ","Georgia","1701 Carswell Ave","13299","03800","Georgia","950800","31503","5","9122875818","132999508005","Waycross","South","Ware County","South Atlantic","13299","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","48180","Town, remote","Waycross, GA","Micropolitan statistical area","Yes","80956","Not applicable","1380956","-82.3821","Waycross city","31.212781","Governmentally active (incorporated)","1301","13007","007","State Senate District 7","13177","177","State House District 177","State house district",""
"2021","139250","College of Coastal Georgia","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","1,000–4,999","Public, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Public","No","Not applicable","Semester","","-81.48597","31.182745","00155800","Not applicable","CCGA","Georgia","One College Drive","13127","03700","Georgia","501","31520-3644","2","9122795700","131270005012","Brunswick","South","Glynn County","South Atlantic","13127","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","15260","City, small","Brunswick, GA","Metropolitan statistical area","Yes","11560","Not applicable","1311560","-81.485973","Brunswick city","31.182745","Governmentally active (incorporated)","1301","13003","003","State Senate District 3","13179","179","State House District 179","State house district",""
"2021","139348","Columbia Theological Seminary","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Yes","Private not-for-profit (religious affiliation)","No","Presbyterian Church (USA)","Four-one-four plan","","-84.28169","33.764294","00156000","Not applicable"," ","Georgia","701 S. Columbia Dr","13089","01201","Georgia","22800","30030-4118","3","4043788821","130890228003","Decatur","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","22052","Not applicable","1322052","-84.281695","Decatur city","33.764292","Governmentally active (incorporated)","1305","13042","042","State Senate District 42","13085","085","State House District 85","State house district",""
"2021","139366","Columbus State University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Public, four-year or above","Yes","No","No","Doctor's degree, research/scholarship","Doctor's degree","Yes","Yes","Public","No","Not applicable","Semester","","-84.94106","32.50096","00156100","Not applicable","CSU, Columbus State","Georgia","4225 University Ave","13215","03000","Georgia","1000","31907-5645","1","7065078800","132150010001","Columbus","South","Muscogee County","South Atlantic","13215","194","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","17980","City, midsize","Columbus, GA-AL","Metropolitan statistical area","Yes","19000","Not applicable","1319000","-84.94106","Columbus city","32.50096","Governmentally active (incorporated)","1302","13015","015","State Senate District 15","13133","133","State House District 133","State house district",""
"2021","139357","Columbus Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","","-84.97855","32.508076","00562400","Not applicable"," ","Georgia","928 Manchester Expy","13215","03000","Georgia","300","31904-6572","2","7066491800","132150003002","Columbus","South","Muscogee County","South Atlantic","13215","194","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","17980","City, midsize","Columbus, GA-AL","Metropolitan statistical area","Yes","19000","Not applicable","1319000","-84.978551","Columbus city","32.508076","Governmentally active (incorporated)","1302","13015","015","State Senate District 15","13131","131","State House District 131","State house district",""
"2021","139393","Covenant College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","The Presbyterian Church in America","Semester","","-85.37507","34.96516","00348400","Not applicable"," ","Georgia","14049 Scenic Highway","13083","00100","Georgia","40300","30750-4164","2","7068201560","130830403002","Lookout Mountain","South","Dade County","South Atlantic","13083","174","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","16860","Rural, fringe","Chattanooga, TN-GA","Metropolitan statistical area","","","Not applicable","","-85.375066","","34.965161","","1314","13053","053","State Senate District 53","13002","002","State House District 2","State house district","12"
"2021","487959","Dalton Institute of Esthetics and Cosmetology","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","-84.97045","34.762634","04242300","Not applicable"," ","Georgia","100 West Walnut Avenue","13313","00200","Georgia","502","30720-8402","1","7062780065","133130005021","Dalton","South","Whitfield County","South Atlantic","13313","174","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","19140","City, small","Dalton, GA","Metropolitan statistical area","Yes","21380","Not applicable","1321380","-84.970455","Dalton city","34.762636","Governmentally active (incorporated)","1314","13054","054","State Senate District 54","13004","004","State House District 4","State house district",""
"2021","139463","Dalton State College","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Public, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Public","No","Not applicable","Semester","","-85.00278","34.77422","00395600","Not applicable","DSC, Dalton State","Georgia","650 College Drive","13313","00200","Georgia","800","30720-3797","1","7062724436","133130008001","Dalton","South","Whitfield County","South Atlantic","13313","174","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","19140","City, small","Dalton, GA","Metropolitan statistical area","Yes","21380","Not applicable","1321380","-85.002775","Dalton city","34.774221","Governmentally active (incorporated)","1314","13054","054","State Senate District 54","13004","004","State House District 4","State house district","4"
"2021","482468","DeVry University-Georgia","GA","Private for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private for-profit","No","Not applicable","Semester","","-84.29732","33.775112","01072714","Not applicable","DeVry University-Alpharetta  DeVry University-Atlanta Cobb/Galleria  DeVry University-Decatur  DeVry University-Gwinnett  DeVry University-Henry County","Georgia","1 West Court Square, Ste. 600","13089","01201","Georgia","22500","30030","1","4042702706","130890225001","Decatur","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","22052","Not applicable","1322052","-84.297316","Decatur city","33.775112","Governmentally active (incorporated)","1305","13042","042","State Senate District 42","13085","085","State House District 85","State house district",""
"2021","139621","East Georgia State College","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","1,000–4,999","Public, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Public","No","Not applicable","Semester","","-82.30902","32.594944","01099700","Not applicable","EGSC","Georgia","131 College Circle","13107","02500","Georgia","970600","30401","3","4782892000","131079706003","Swainsboro","South","Emanuel County","South Atlantic","13107","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Not applicable","Town, remote","","Not applicable","No","74964","Not applicable","1374964","-82.309021","Swainsboro city","32.594944","Governmentally active (incorporated)","1312","13004","004","State Senate District 4","13156","156","State House District 156","State house district",""
"2021","476887","Elaine Sterling Institute","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","-84.363266","33.846645","04204500","Not applicable"," ","Georgia","3393 Peachtree RD Ne","13121","01103","Georgia","9602","30326-2633","3","40425652280","131210096023","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.363266","Atlanta city","33.846647","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13054","054","State House District 54","State house district",""
"2021","139630","Emmanuel College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Private not-for-profit (religious affiliation)","No","Pentecostal Holiness Church","Semester","","-83.14822","34.28364","00156300","Not applicable"," ","Georgia","181 Springs St","13119","00400","Georgia","890400","30639","4","7062457226","131198904004","Franklin Springs","South","Franklin County","South Atlantic","13119","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Not applicable","Town, distant","","Not applicable","No","31320","Not applicable","1331320","-83.14822","Franklin Springs city","34.283641","Governmentally active (incorporated)","1309","13050","050","State Senate District 50","13029","029","State House District 29","State house district","18"
"2021","139658","Emory University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","10,000–19,999","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","United Methodist","Semester","","-84.325516","33.790184","00156400","Not applicable"," ","Georgia","201 Dowman Drive","13089","01201","Georgia","22402","30322","2","4047276123","130890224022","Atlanta","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","24264","Not applicable","1324264","-84.325512","Druid Hills CDP","33.790183","Census-designated place","1305","13042","042","State Senate District 42","13083","083","State House District 83","State house district","11"
"2021","487092","Emory University-Oxford College","GA","Private not-for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Private not-for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private not-for-profit (religious affiliation)","No","United Methodist","Semester","","-83.87114","33.6191","00156401","Not applicable"," ","Georgia","801 Emory Street","13217","01600","Georgia","100400","30054","1","7707848888","132171004001","Oxford","South","Newton County","South Atlantic","13217","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","58744","Not applicable","1358744","-83.871141","Oxford city","33.6191","Governmentally active (incorporated)","1304","13017","017","State Senate District 17","13112","112","State House District 112","State house district","12"
"2021","481678","Empire Beauty School-Augusta","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","-82.06629","33.51681","01054202","Not applicable"," ","Georgia","3241 Washington Road","13245","02300","Georgia","10104","30907-4122","1","8009204593","132450101041","Augusta","South","Richmond County","South Atlantic","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","Augusta-Richmond County, GA-SC","Metropolitan statistical area","Yes","4204","Not applicable","1304204","-82.066289","Augusta-Richmond County consolidated government (balance)","33.516811","Consolidated city portion","1312","13023","023","State Senate District 23","13119","119","State House District 119","State house district",""
"2021","212337","Empire Beauty School-Gwinnett","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","-84.12188","33.93925","01260601","Not applicable"," ","Georgia","1455 Pleasant Hill Road, Suite 105","13135","01501","Georgia","50526","30044-3045","1","8009204593","131350505261","Lawrenceville","South","Gwinnett County","South Atlantic","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.121878","","33.939252","","1307","13005","005","State Senate District 5","13100","100","State House District 100","State house district",""
